date,sales,price,advertising_cost
2036-07-23,191,69,987
2036-07-24,69,64,1762
2036-07-25,91,55,916
2036-07-26,156,44,1052
2036-07-27,68,58,1029
2036-07-28,155,48,1157
2036-07-29,135,42,1818
2036-07-30,119,47,1798
2036-07-31,129,42,1183
2036-08-01,54,51,1984
2036-08-02,95,62,1013
2036-08-03,73,67,1203
2036-08-04,191,57,1213
2036-08-05,72,56,1430
2036-08-06,164,69,1843
2036-08-07,115,46,1717
2036-08-08,91,69,1961
2036-08-09,72,67,1556
2036-08-10,199,53,1991
2036-08-11,140,58,932
2036-08-12,155,54,1948
2036-08-13,166,60,1869
2036-08-14,127,49,1944
2036-08-15,70,56,1876
2036-08-16,63,47,864
2036-08-17,141,67,1116
2036-08-18,130,49,1706
2036-08-19,73,51,1177
2036-08-20,172,69,1685
2036-08-21,197,43,1029
2036-08-22,135,56,1075
2036-08-23,119,55,1318
2036-08-24,159,47,1025
2036-08-25,53,56,1798
2036-08-26,167,44,1459
2036-08-27,146,51,915
2036-08-28,130,57,1972
2036-08-29,138,44,831
2036-08-30,114,55,1861
2036-08-31,104,56,1887
2036-09-01,147,43,838
2036-09-02,191,53,1374
2036-09-03,132,63,807
2036-09-04,182,62,1525
2036-09-05,99,61,989
2036-09-06,114,65,1860
2036-09-07,71,64,1174
2036-09-08,140,60,1502
2036-09-09,65,50,884
2036-09-10,168,69,978
2036-09-11,71,56,987
2036-09-12,58,54,1708
2036-09-13,170,53,1945
2036-09-14,104,47,1596
2036-09-15,122,45,1565
2036-09-16,132,63,1334
2036-09-17,89,61,1404
2036-09-18,134,68,839
2036-09-19,105,50,1711
2036-09-20,150,46,1784
2036-09-21,162,44,1851
2036-09-22,161,67,1984
2036-09-23,186,51,1961
2036-09-24,105,48,1523
2036-09-25,50,52,979
2036-09-26,58,56,1613
2036-09-27,92,40,1070
2036-09-28,96,66,994
2036-09-29,53,60,1727
2036-09-30,199,63,1471
2036-10-01,169,43,1929
2036-10-02,166,56,875
2036-10-03,65,40,1748
2036-10-04,157,65,822
2036-10-05,66,58,1793
2036-10-06,95,49,1493
2036-10-07,107,66,1234
2036-10-08,53,40,1754
2036-10-09,102,43,1841
2036-10-10,76,48,1395
2036-10-11,88,56,1813
2036-10-12,138,40,1007
2036-10-13,156,59,1997
2036-10-14,149,53,1009
2036-10-15,66,40,994
2036-10-16,58,49,1541
2036-10-17,171,50,1021
2036-10-18,142,63,1365
2036-10-19,143,44,1864
2036-10-20,183,56,1949
2036-10-21,121,40,1513
2036-10-22,186,58,1481
2036-10-23,148,61,938
2036-10-24,50,47,1874
2036-10-25,54,58,1470
2036-10-26,81,43,1457
2036-10-27,120,64,1331
2036-10-28,167,59,848
2036-10-29,194,53,1128
2036-10-30,198,65,1804
2036-10-31,127,57,1474
2036-11-01,115,47,1316
2036-11-02,120,51,1099
2036-11-03,187,59,1118
2036-11-04,135,54,1131
2036-11-05,146,59,1118
2036-11-06,159,41,1304
2036-11-07,64,51,931
2036-11-08,77,53,1308
2036-11-09,123,48,1083
2036-11-10,71,54,1554
2036-11-11,140,52,1559
2036-11-12,84,45,1045
2036-11-13,170,43,1287
2036-11-14,146,67,1571
2036-11-15,112,49,1274
2036-11-16,169,61,1424
2036-11-17,182,51,1040
2036-11-18,135,46,860
2036-11-19,94,55,1501
2036-11-20,70,42,1898
2036-11-21,110,55,1993
2036-11-22,135,66,914
2036-11-23,119,47,1334
2036-11-24,173,43,1867
2036-11-25,188,43,971
2036-11-26,82,43,1990
2036-11-27,55,61,1016
2036-11-28,72,44,986
2036-11-29,126,46,1702
2036-11-30,50,51,1241
2036-12-01,60,42,1844
2036-12-02,58,52,1635
2036-12-03,84,40,1281
2036-12-04,187,55,1058
2036-12-05,193,44,844
2036-12-06,129,61,1477
2036-12-07,113,60,1418
2036-12-08,139,53,1486
2036-12-09,123,58,1052
2036-12-10,142,41,1684
2036-12-11,119,54,1797
2036-12-12,112,47,1940
2036-12-13,149,58,1447
2036-12-14,54,43,1492
2036-12-15,170,48,1776
2036-12-16,73,59,993
2036-12-17,96,47,817
2036-12-18,193,64,1485
2036-12-19,79,56,1535
2036-12-20,173,52,887
2036-12-21,170,56,1027
2036-12-22,87,68,1789
2036-12-23,52,46,1673
2036-12-24,61,54,939
2036-12-25,165,46,1687
2036-12-26,96,59,1636
2036-12-27,67,65,1256
2036-12-28,63,56,1337
2036-12-29,79,42,1268
2036-12-30,128,54,1683
2036-12-31,145,56,1890
2037-01-01,116,44,1997
2037-01-02,149,47,1404
2037-01-03,186,41,1918
2037-01-04,195,41,1845
2037-01-05,100,61,1537
2037-01-06,133,41,1497
2037-01-07,81,58,1334
2037-01-08,126,56,1386
2037-01-09,115,57,980
2037-01-10,119,50,1367
2037-01-11,52,58,920
2037-01-12,139,43,1542
2037-01-13,180,50,1956
2037-01-14,152,58,1251
2037-01-15,138,40,957
2037-01-16,190,67,1885
2037-01-17,119,49,1934
2037-01-18,131,54,1312
2037-01-19,68,56,831
2037-01-20,116,60,1251
2037-01-21,196,55,916
2037-01-22,109,45,815
2037-01-23,75,47,1899
2037-01-24,71,49,1472
2037-01-25,129,61,1824
2037-01-26,133,46,1996
2037-01-27,171,50,1378
2037-01-28,191,63,1251
2037-01-29,154,54,1086
2037-01-30,95,46,1327
2037-01-31,87,45,1600
2037-02-01,147,46,970
2037-02-02,147,40,1107
2037-02-03,112,60,1871
2037-02-04,141,68,1880
2037-02-05,87,61,1158
2037-02-06,178,61,815
2037-02-07,151,59,1491
2037-02-08,130,65,1138
2037-02-09,195,65,861
2037-02-10,153,69,1816
2037-02-11,56,40,1916
2037-02-12,102,44,1821
2037-02-13,52,47,810
2037-02-14,79,56,1584
2037-02-15,163,46,1472
2037-02-16,136,69,1890
2037-02-17,160,58,1534
2037-02-18,174,67,1334
2037-02-19,62,59,1142
2037-02-20,92,56,1037
2037-02-21,57,62,1381
2037-02-22,197,67,1062
2037-02-23,74,61,1552
2037-02-24,143,69,1098
2037-02-25,151,44,930
2037-02-26,152,48,1160
2037-02-27,61,48,1493
2037-02-28,108,47,1691
2037-03-01,187,58,1156
2037-03-02,189,66,1734
2037-03-03,127,52,1992
2037-03-04,77,55,1820
2037-03-05,186,42,990
2037-03-06,178,43,1668
2037-03-07,190,41,1063
2037-03-08,140,46,1559
2037-03-09,103,54,1011
2037-03-10,114,65,1219
2037-03-11,148,62,1514
2037-03-12,127,68,1242
2037-03-13,61,58,1949
2037-03-14,81,55,1215
2037-03-15,112,58,1631
2037-03-16,100,45,1296
2037-03-17,71,41,944
2037-03-18,72,56,1039
2037-03-19,98,40,1235
2037-03-20,58,51,1488
2037-03-21,65,64,1823
2037-03-22,169,68,1412
2037-03-23,174,43,935
2037-03-24,172,61,1856
2037-03-25,154,41,951
2037-03-26,85,40,1985
2037-03-27,91,57,1052
2037-03-28,131,61,1279
2037-03-29,58,62,1429
2037-03-30,162,40,854
2037-03-31,192,41,1905
2037-04-01,169,47,971
2037-04-02,188,68,1317
2037-04-03,138,49,1451
2037-04-04,52,52,1226
2037-04-05,155,47,1226
2037-04-06,95,55,1841
2037-04-07,162,65,1652
2037-04-08,101,54,1938
2037-04-09,175,53,843
2037-04-10,150,66,1994
2037-04-11,132,60,1359
2037-04-12,107,47,1400
2037-04-13,162,65,1149
2037-04-14,135,53,1086
2037-04-15,183,65,1857
2037-04-16,173,52,1219
2037-04-17,61,61,1840
2037-04-18,104,57,909
2037-04-19,147,59,1458
2037-04-20,139,62,1715
2037-04-21,92,63,1867
2037-04-22,71,59,948
2037-04-23,166,64,1049
2037-04-24,145,60,1431
2037-04-25,121,49,1613
2037-04-26,125,52,1428
2037-04-27,108,66,1386
2037-04-28,100,63,1149
2037-04-29,113,44,1189
2037-04-30,50,45,1183
2037-05-01,109,41,1708
2037-05-02,189,40,1452
2037-05-03,154,67,1884
2037-05-04,189,63,1355
2037-05-05,90,50,944
2037-05-06,83,59,1303
2037-05-07,194,58,1495
2037-05-08,112,69,1228
2037-05-09,91,64,1368
2037-05-10,175,47,1045
2037-05-11,109,53,809
2037-05-12,54,61,1458
2037-05-13,70,54,1960
2037-05-14,91,55,1605
2037-05-15,182,46,1566
2037-05-16,104,42,931
2037-05-17,130,43,940
2037-05-18,136,66,1029
2037-05-19,149,51,1308
2037-05-20,163,68,1341
2037-05-21,129,40,1842
2037-05-22,184,54,1179
2037-05-23,175,64,1555
2037-05-24,76,48,900
2037-05-25,174,49,883
2037-05-26,67,40,1035
2037-05-27,191,43,1790
2037-05-28,194,56,1158
2037-05-29,179,50,1978
2037-05-30,104,48,1386
2037-05-31,112,50,1356
2037-06-01,195,53,817
2037-06-02,57,66,1712
2037-06-03,170,59,813
2037-06-04,85,66,1429
2037-06-05,53,60,876
2037-06-06,53,52,1512
2037-06-07,109,63,955
2037-06-08,105,47,1264
2037-06-09,184,66,1802
2037-06-10,118,52,1230
2037-06-11,100,50,1731
2037-06-12,172,56,1338
2037-06-13,51,53,827
2037-06-14,195,62,837
2037-06-15,128,65,969
2037-06-16,157,55,1827
2037-06-17,167,40,1474
2037-06-18,125,48,1065
2037-06-19,67,62,815
2037-06-20,156,46,1687
2037-06-21,142,65,1635
2037-06-22,85,60,1504
2037-06-23,155,62,1501
2037-06-24,105,56,863
2037-06-25,87,63,1082
2037-06-26,186,49,1201
2037-06-27,173,49,1555
2037-06-28,71,49,1769
2037-06-29,72,64,1916
2037-06-30,115,68,1020
2037-07-01,59,55,1888
2037-07-02,148,58,1231
2037-07-03,99,42,968
2037-07-04,147,66,1929
2037-07-05,146,41,850
2037-07-06,163,46,1421
2037-07-07,154,45,965
2037-07-08,192,49,1034
2037-07-09,144,42,1613
2037-07-10,112,40,1553
2037-07-11,156,64,1945
2037-07-12,85,51,930
2037-07-13,193,55,1404
2037-07-14,147,63,852
2037-07-15,135,48,1595
2037-07-16,127,53,1856
2037-07-17,186,47,1801
2037-07-18,50,60,1332
2037-07-19,81,50,1207
2037-07-20,170,68,1980
2037-07-21,91,48,956
2037-07-22,141,66,1292
2037-07-23,75,45,1129
2037-07-24,168,40,1629
2037-07-25,137,53,1096
2037-07-26,161,61,1758
2037-07-27,168,63,1337
2037-07-28,158,45,1107
2037-07-29,192,68,1205
2037-07-30,66,52,1455
2037-07-31,91,68,1223
2037-08-01,192,53,1106
2037-08-02,131,46,1333
2037-08-03,140,44,1078
2037-08-04,105,47,1686
2037-08-05,78,61,968
2037-08-06,157,45,1875
2037-08-07,80,56,1887
2037-08-08,150,44,1458
2037-08-09,156,65,1446
2037-08-10,175,42,1000
2037-08-11,54,54,1193
2037-08-12,85,62,1403
2037-08-13,162,48,1672
2037-08-14,143,61,1087
2037-08-15,74,44,1492
2037-08-16,70,42,934
2037-08-17,185,43,1647
2037-08-18,130,57,934
2037-08-19,173,41,1965
2037-08-20,183,68,1851
2037-08-21,66,44,1993
2037-08-22,50,56,1920
2037-08-23,83,57,955
2037-08-24,179,47,1792
2037-08-25,121,56,1536
2037-08-26,179,59,1902
2037-08-27,190,40,891
2037-08-28,142,54,1437
2037-08-29,163,45,1457
2037-08-30,74,46,1904
2037-08-31,194,50,992
2037-09-01,107,47,1152
2037-09-02,154,41,897
2037-09-03,126,43,953
2037-09-04,139,40,1192
2037-09-05,179,40,1623
2037-09-06,75,41,1546
2037-09-07,168,67,1940
2037-09-08,186,40,1332
2037-09-09,125,43,1192
2037-09-10,177,48,1404
2037-09-11,106,66,1889
2037-09-12,191,67,1472
2037-09-13,125,61,1953
2037-09-14,88,62,1012
2037-09-15,133,47,978
2037-09-16,114,53,1009
2037-09-17,87,46,847
2037-09-18,164,45,1761
2037-09-19,121,46,889
2037-09-20,147,43,1704
2037-09-21,62,51,1807
2037-09-22,135,53,1049
2037-09-23,117,47,1833
2037-09-24,184,43,1803
2037-09-25,198,47,906
2037-09-26,179,52,1190
2037-09-27,69,69,1436
2037-09-28,72,67,1189
2037-09-29,190,43,1737
2037-09-30,178,56,1128
2037-10-01,85,65,1673
2037-10-02,110,64,1916
2037-10-03,77,40,1748
2037-10-04,170,47,845
2037-10-05,152,51,1188
2037-10-06,169,69,966
2037-10-07,83,62,1455
2037-10-08,53,56,1005
2037-10-09,58,56,1509
2037-10-10,63,54,878
2037-10-11,170,59,1641
2037-10-12,100,44,1426
2037-10-13,53,68,1778
2037-10-14,64,60,1619
2037-10-15,96,69,919
2037-10-16,178,42,1521
2037-10-17,83,43,1025
2037-10-18,190,66,1245
2037-10-19,52,69,1387
2037-10-20,90,66,887
2037-10-21,112,46,1684
2037-10-22,174,46,1948
2037-10-23,158,57,1546
2037-10-24,71,64,1402
2037-10-25,192,45,1489
2037-10-26,119,54,1312
2037-10-27,178,51,1216
2037-10-28,143,60,1768
2037-10-29,129,64,1682
2037-10-30,147,45,1020
2037-10-31,80,54,1365
2037-11-01,83,56,1087
2037-11-02,141,62,1315
2037-11-03,168,57,1696
2037-11-04,93,51,1569
2037-11-05,90,42,1802
2037-11-06,138,43,1870
2037-11-07,116,41,835
2037-11-08,73,66,1899
2037-11-09,141,55,1464
2037-11-10,55,63,1916
2037-11-11,101,44,935
2037-11-12,65,50,1936
2037-11-13,80,45,1691
2037-11-14,176,61,815
2037-11-15,116,61,1207
2037-11-16,55,69,1112
2037-11-17,158,65,1402
2037-11-18,183,46,1858
2037-11-19,61,60,1810
2037-11-20,187,48,1867
2037-11-21,190,65,1043
2037-11-22,147,41,1657
2037-11-23,160,45,1977
2037-11-24,55,62,1502
2037-11-25,186,63,1643
2037-11-26,162,60,1636
2037-11-27,92,68,1512
2037-11-28,51,64,1869
2037-11-29,89,40,1992
2037-11-30,170,41,868
2037-12-01,104,65,986
2037-12-02,57,55,1598
2037-12-03,138,62,1474
2037-12-04,123,40,878
2037-12-05,88,47,811
2037-12-06,76,52,1793
2037-12-07,132,48,1597
2037-12-08,124,46,1846
2037-12-09,89,58,1519
2037-12-10,137,64,1534
2037-12-11,157,47,1311
2037-12-12,75,60,800
2037-12-13,112,55,1688
2037-12-14,135,47,1540
2037-12-15,110,55,1873
2037-12-16,58,67,1100
2037-12-17,179,49,1937
2037-12-18,114,57,1521
2037-12-19,181,46,1516
2037-12-20,62,57,1033
2037-12-21,173,55,1730
2037-12-22,133,68,1246
2037-12-23,165,43,1958
2037-12-24,61,48,1201
2037-12-25,130,40,1709
2037-12-26,58,49,1148
2037-12-27,155,49,1528
2037-12-28,131,62,1192
2037-12-29,77,58,1379
2037-12-30,182,61,1837
2037-12-31,123,67,1707
2038-01-01,181,67,1673
2038-01-02,195,59,1519
2038-01-03,196,58,993
2038-01-04,85,63,838
2038-01-05,133,53,1433
2038-01-06,186,69,1906
2038-01-07,50,48,1945
2038-01-08,179,54,880
2038-01-09,191,57,1923
2038-01-10,132,46,1053
2038-01-11,139,65,1890
2038-01-12,51,57,1666
2038-01-13,59,48,1258
2038-01-14,73,53,821
2038-01-15,77,41,1754
2038-01-16,113,68,892
2038-01-17,194,53,1921
2038-01-18,147,53,1497
2038-01-19,119,40,1135
2038-01-20,55,47,1298
2038-01-21,131,52,1256
2038-01-22,136,54,974
2038-01-23,135,61,1994
2038-01-24,183,61,1219
2038-01-25,147,42,1595
2038-01-26,85,67,1103
2038-01-27,78,67,1432
2038-01-28,197,44,806
2038-01-29,100,67,969
2038-01-30,64,44,1513
2038-01-31,83,59,1417
2038-02-01,182,66,1611
2038-02-02,154,46,918
2038-02-03,97,53,1435
2038-02-04,147,68,1868
2038-02-05,154,45,1211
2038-02-06,175,59,1064
2038-02-07,74,69,1404
2038-02-08,125,68,921
2038-02-09,191,69,906
2038-02-10,68,41,1711
2038-02-11,197,51,1957
2038-02-12,65,58,1703
2038-02-13,74,65,1749
2038-02-14,59,61,1473
2038-02-15,166,55,1586
2038-02-16,52,41,1169
2038-02-17,139,64,1394
2038-02-18,163,55,1616
2038-02-19,87,69,1606
2038-02-20,54,66,1149
2038-02-21,145,65,1773
2038-02-22,154,42,1119
2038-02-23,177,53,1969
2038-02-24,191,57,1088
2038-02-25,190,65,917
2038-02-26,184,52,1378
2038-02-27,125,51,1705
2038-02-28,166,49,1099
2038-03-01,56,49,1362
2038-03-02,153,43,1325
2038-03-03,194,41,1513
2038-03-04,187,52,1639
2038-03-05,167,41,1849
2038-03-06,98,51,963
2038-03-07,54,45,1936
2038-03-08,134,67,1561
2038-03-09,136,60,1874
2038-03-10,126,51,1215
2038-03-11,65,59,1892
2038-03-12,121,62,1050
2038-03-13,194,67,1807
2038-03-14,60,62,811
2038-03-15,135,69,856
2038-03-16,145,59,1067
2038-03-17,123,62,1161
2038-03-18,194,68,1540
2038-03-19,186,45,1150
2038-03-20,56,62,808
2038-03-21,107,48,1978
2038-03-22,184,55,1832
2038-03-23,150,43,1271
2038-03-24,64,48,1704
2038-03-25,120,55,1906
2038-03-26,146,58,1143
2038-03-27,126,57,1924
2038-03-28,151,49,1984
2038-03-29,154,69,1752
2038-03-30,90,51,1853
2038-03-31,59,56,1431
2038-04-01,180,69,1230
2038-04-02,114,63,973
2038-04-03,88,67,1775
2038-04-04,63,58,1767
2038-04-05,152,69,1857
2038-04-06,80,66,1726
2038-04-07,182,69,1660
2038-04-08,196,69,854
2038-04-09,54,40,1846
2038-04-10,108,46,1394
2038-04-11,111,59,1905
2038-04-12,54,69,1528
2038-04-13,168,68,1461
2038-04-14,197,63,1599
2038-04-15,184,46,1268
2038-04-16,165,58,1365
2038-04-17,74,41,804
2038-04-18,111,68,1997
2038-04-19,147,69,1520
2038-04-20,152,65,1302
2038-04-21,197,65,1991
2038-04-22,64,47,1993
2038-04-23,124,59,1155
2038-04-24,153,54,1075
2038-04-25,168,55,1342
2038-04-26,149,47,1107
2038-04-27,134,52,1021
2038-04-28,148,67,1961
2038-04-29,60,48,1787
2038-04-30,62,53,1330
2038-05-01,145,56,1022
2038-05-02,80,51,1882
2038-05-03,67,52,1576
2038-05-04,50,66,1616
2038-05-05,182,41,937
2038-05-06,172,48,1470
2038-05-07,86,59,1073
2038-05-08,71,69,1200
2038-05-09,148,61,1683
2038-05-10,184,49,1593
2038-05-11,51,40,1878
2038-05-12,186,60,1413
2038-05-13,111,51,1718
2038-05-14,107,41,1393
2038-05-15,175,61,1798
2038-05-16,170,41,891
2038-05-17,119,54,1916
2038-05-18,120,63,1565
2038-05-19,128,45,1757
2038-05-20,127,56,1739
2038-05-21,127,53,1900
2038-05-22,157,57,1203
2038-05-23,192,49,1382
2038-05-24,56,62,1296
2038-05-25,104,62,1969
2038-05-26,98,67,1420
2038-05-27,112,41,1087
2038-05-28,83,45,1917
2038-05-29,101,67,1373
2038-05-30,99,69,1529
2038-05-31,118,50,868
2038-06-01,107,59,1974
2038-06-02,199,54,910
2038-06-03,174,49,920
2038-06-04,72,43,1353
2038-06-05,187,58,960
2038-06-06,73,69,1136
2038-06-07,165,51,1575
2038-06-08,73,41,1152
2038-06-09,143,57,1173
2038-06-10,91,46,1508
2038-06-11,126,64,1346
2038-06-12,131,55,1083
2038-06-13,87,45,1682
2038-06-14,143,67,1158
2038-06-15,174,52,1979
2038-06-16,174,46,1000
2038-06-17,163,42,1561
2038-06-18,153,51,1115
2038-06-19,71,52,1043
2038-06-20,58,58,1674
2038-06-21,195,43,865
2038-06-22,196,62,1969
2038-06-23,149,53,1161
2038-06-24,148,49,1725
2038-06-25,167,66,1164
2038-06-26,129,60,1938
2038-06-27,141,65,1305
2038-06-28,60,65,1942
2038-06-29,105,40,995
2038-06-30,194,60,1950
2038-07-01,130,61,1053
2038-07-02,110,46,1856
2038-07-03,154,66,1827
2038-07-04,193,62,1937
2038-07-05,81,58,1753
2038-07-06,175,48,908
2038-07-07,145,42,1728
2038-07-08,138,63,1463
2038-07-09,79,65,828
2038-07-10,178,62,845
2038-07-11,141,45,932
2038-07-12,85,53,1132
2038-07-13,122,53,1302
2038-07-14,143,61,1886
2038-07-15,142,58,1921
2038-07-16,165,51,814
2038-07-17,111,60,1138
2038-07-18,94,53,917
2038-07-19,51,68,1790
2038-07-20,83,40,1938
2038-07-21,153,53,992
2038-07-22,179,65,839
2038-07-23,151,46,1600
2038-07-24,123,50,1498
2038-07-25,156,55,1783
2038-07-26,199,62,1616
2038-07-27,56,40,899
2038-07-28,117,59,1161
2038-07-29,106,53,1319
2038-07-30,134,54,891
2038-07-31,72,43,1111
2038-08-01,96,61,1553
2038-08-02,63,53,1062
2038-08-03,63,40,860
2038-08-04,173,62,987
2038-08-05,57,65,1901
2038-08-06,75,60,801
2038-08-07,95,64,1291
2038-08-08,73,53,1947
2038-08-09,111,44,1166
2038-08-10,180,62,1290
2038-08-11,159,60,1030
2038-08-12,60,49,853
2038-08-13,73,61,1186
2038-08-14,96,66,1094
2038-08-15,177,62,1049
2038-08-16,184,64,890
2038-08-17,64,41,1932
2038-08-18,195,47,1897
2038-08-19,157,67,1611
2038-08-20,129,49,1426
2038-08-21,87,49,934
2038-08-22,163,62,1587
2038-08-23,75,56,1742
2038-08-24,147,49,838
2038-08-25,179,67,1695
2038-08-26,174,50,931
2038-08-27,128,62,1404
2038-08-28,128,61,1945
2038-08-29,171,58,1969
2038-08-30,105,48,1732
2038-08-31,120,48,1003
2038-09-01,78,68,813
2038-09-02,127,50,1230
2038-09-03,179,60,1169
2038-09-04,72,65,1507
2038-09-05,102,60,1936
2038-09-06,155,57,1090
2038-09-07,92,67,1248
2038-09-08,160,64,879
2038-09-09,74,58,1392
2038-09-10,141,45,1313
2038-09-11,115,67,1228
2038-09-12,75,48,1908
2038-09-13,93,69,1514
2038-09-14,81,64,1280
2038-09-15,177,41,1632
2038-09-16,63,52,1660
2038-09-17,121,56,1735
2038-09-18,138,69,1956
2038-09-19,121,53,1515
2038-09-20,66,65,1266
2038-09-21,102,62,1563
2038-09-22,187,66,1278
2038-09-23,155,55,1938
2038-09-24,62,49,1568
2038-09-25,142,52,1056
2038-09-26,99,45,976
2038-09-27,116,63,1900
2038-09-28,178,65,1608
2038-09-29,135,55,1117
2038-09-30,103,55,1183
2038-10-01,99,59,1194
2038-10-02,144,42,1961
2038-10-03,183,48,808
2038-10-04,125,51,1358
2038-10-05,72,50,1056
2038-10-06,152,61,1226
2038-10-07,170,40,1901
2038-10-08,127,47,1261
2038-10-09,129,46,1444
2038-10-10,130,61,1982
2038-10-11,153,69,1472
2038-10-12,173,49,1785
2038-10-13,57,59,1360
2038-10-14,55,68,1277
2038-10-15,173,41,1528
2038-10-16,173,50,1438
2038-10-17,93,52,1319
2038-10-18,171,41,1513
2038-10-19,91,62,906
2038-10-20,141,54,1314
2038-10-21,166,55,1630
2038-10-22,50,49,895
2038-10-23,71,42,1213
2038-10-24,199,51,1642
2038-10-25,121,51,1256
2038-10-26,123,43,1000
2038-10-27,55,45,1378
2038-10-28,56,55,1143
2038-10-29,137,44,1397
2038-10-30,52,58,822
2038-10-31,91,63,1844
2038-11-01,60,48,1420
2038-11-02,102,44,1222
2038-11-03,65,50,1636
2038-11-04,156,41,1029
2038-11-05,72,57,1299
2038-11-06,162,59,1670
2038-11-07,151,46,1487
2038-11-08,113,58,1747
2038-11-09,160,62,1538
2038-11-10,187,64,926
2038-11-11,58,61,1417
2038-11-12,141,56,829
2038-11-13,135,66,1673
2038-11-14,70,63,1335
2038-11-15,81,64,1045
2038-11-16,152,41,1142
2038-11-17,182,54,1566
2038-11-18,73,41,959
2038-11-19,112,61,1510
2038-11-20,62,43,1769
2038-11-21,166,48,1457
2038-11-22,146,42,870
2038-11-23,166,68,1476
2038-11-24,114,40,1174
2038-11-25,198,41,1100
2038-11-26,171,61,1608
2038-11-27,112,48,1804
2038-11-28,187,64,828
2038-11-29,136,60,1377
2038-11-30,176,41,1533
2038-12-01,157,68,1841
2038-12-02,177,48,1791
2038-12-03,131,51,850
2038-12-04,120,45,1972
2038-12-05,144,52,1998
2038-12-06,125,65,910
2038-12-07,61,58,1052
2038-12-08,176,59,1229
2038-12-09,96,49,1018
2038-12-10,56,62,1179
2038-12-11,98,54,1319
2038-12-12,133,66,1692
2038-12-13,58,59,1595
2038-12-14,191,66,1024
2038-12-15,185,42,1097
2038-12-16,108,56,1024
2038-12-17,90,54,1389
2038-12-18,65,61,1692
2038-12-19,175,51,1623
2038-12-20,195,59,1000
2038-12-21,179,55,1477
2038-12-22,61,53,813
2038-12-23,94,62,1396
2038-12-24,160,55,1571
2038-12-25,176,47,1601
2038-12-26,108,60,1462
2038-12-27,70,68,1547
2038-12-28,104,43,1064
2038-12-29,183,59,1497
2038-12-30,182,57,1132
2038-12-31,190,62,1104
2039-01-01,172,60,1505
2039-01-02,88,58,1083
2039-01-03,117,51,1086
2039-01-04,70,61,852
2039-01-05,170,42,1631
2039-01-06,119,66,1677
2039-01-07,130,50,1742
2039-01-08,159,46,1121
2039-01-09,191,55,1888
2039-01-10,137,62,1892
2039-01-11,186,67,1952
2039-01-12,66,67,1501
2039-01-13,70,54,1016
2039-01-14,100,59,1591
2039-01-15,121,41,1093
2039-01-16,194,67,1613
2039-01-17,197,68,1756
2039-01-18,95,64,1536
2039-01-19,107,40,1776
2039-01-20,136,47,1966
2039-01-21,112,54,1376
2039-01-22,196,67,807
2039-01-23,140,49,1462
2039-01-24,127,45,1280
2039-01-25,76,41,1170
2039-01-26,157,67,842
2039-01-27,149,66,1293
2039-01-28,166,44,1913
2039-01-29,185,61,919
2039-01-30,123,47,1898
2039-01-31,51,64,1115
2039-02-01,190,59,1779
2039-02-02,134,44,1884
2039-02-03,50,45,1313
2039-02-04,86,56,1569
2039-02-05,101,64,995
2039-02-06,109,58,1691
2039-02-07,187,49,1044
2039-02-08,67,67,1126
2039-02-09,165,58,969
2039-02-10,81,65,1595
2039-02-11,103,62,1710
2039-02-12,81,68,1638
2039-02-13,114,60,1250
2039-02-14,143,68,997
2039-02-15,64,40,1509
2039-02-16,149,57,1042
2039-02-17,82,63,1510
2039-02-18,108,48,1616
2039-02-19,79,57,1333
2039-02-20,83,52,920
2039-02-21,96,53,1525
2039-02-22,192,51,994
2039-02-23,76,64,1994
2039-02-24,55,64,1044
2039-02-25,194,50,875
2039-02-26,71,42,1894
2039-02-27,101,46,1651
2039-02-28,139,68,1587
2039-03-01,54,61,1670
2039-03-02,68,42,1118
2039-03-03,67,48,1085
2039-03-04,82,46,1878
2039-03-05,178,67,1742
2039-03-06,182,59,1042
2039-03-07,198,59,1748
2039-03-08,69,44,1553
2039-03-09,75,48,1396
2039-03-10,161,68,1863
2039-03-11,64,54,1584
2039-03-12,176,62,1809
2039-03-13,130,56,1641
2039-03-14,146,40,1909
2039-03-15,59,49,1341
2039-03-16,142,53,1330
2039-03-17,190,47,1018
2039-03-18,108,53,1083
2039-03-19,189,65,1126
2039-03-20,126,68,1919
2039-03-21,126,54,1503
2039-03-22,143,49,1948
2039-03-23,78,42,1599
2039-03-24,142,42,1517
2039-03-25,173,67,1505
2039-03-26,118,46,900
2039-03-27,119,61,993
2039-03-28,61,62,1679
2039-03-29,81,62,1303
2039-03-30,150,57,1799
2039-03-31,53,55,936
2039-04-01,114,46,1873
2039-04-02,145,40,804
2039-04-03,130,51,1510
2039-04-04,148,69,1038
2039-04-05,158,57,1675
2039-04-06,159,54,1747
2039-04-07,112,42,1839
2039-04-08,91,58,1315
2039-04-09,92,50,1459
2039-04-10,107,51,1656
2039-04-11,113,59,1721
2039-04-12,195,42,1862
2039-04-13,52,55,1270
2039-04-14,135,44,1466
2039-04-15,145,46,1723
2039-04-16,51,64,832
2039-04-17,179,57,1001
2039-04-18,56,50,813
2039-04-19,129,55,1670
2039-04-20,57,57,1728
2039-04-21,111,53,1071
2039-04-22,94,43,1175
2039-04-23,99,53,1618
2039-04-24,176,62,1557
2039-04-25,119,53,809
2039-04-26,59,65,1831
2039-04-27,164,56,1789
2039-04-28,176,65,896
2039-04-29,126,57,1345
